P,L,N,S,G,B,R,K,promote_avg,hand_avg,major_diff_avg,center_diff_avg,edge_atk_diff,castling_diff,sacrifice_diff,first_sacrifice,am_i_sente
0.0,0.0,0.0,0.015625,0.03125,-0.0625,-0.03125,0.046875,-0.0625,-0.40625,-0.296875,0.9375,0.0,0.33333333333333326,-0.015625,-1.0,0.0
0.06382978723404253,0.0,-0.03191489361702128,-0.010638297872340427,-0.010638297872340424,0.03191489361702128,-0.010638297872340425,-0.031914893617021274,-0.06382978723404255,-0.3085106382978723,-0.031914893617021274,0.010638297872340425,0.0,0.5476190476190474,0.010638297872340427,1.0,0.0
0.0,0.0449438202247191,-0.02247191011235955,-0.056179775280898875,0.011235955056179775,0.02247191011235955,0.0449438202247191,-0.033707865168539325,0.056179775280898875,1.2921348314606742,-0.06741573033707865,-0.0898876404494382,0.0,0.0,-0.033707865168539325,-1.0,0.0
0.11926605504587157,0.0,-0.027522935779816515,-0.045871559633027525,-0.01834862385321101,0.01834862385321101,-0.01834862385321101,-0.01834862385321101,0.01834862385321101,0.31192660550458706,-0.24770642201834864,1.110091743119266,0.0,0.5303030303030304,0.009174311926605505,1.0,1.0
0.026666666666666672,0.0,0.0,0.09333333333333334,-0.026666666666666665,0.026666666666666665,-0.05333333333333334,-0.05333333333333334,0.02666666666666667,-0.8266666666666668,0.0,0.6,0.0,0.0,0.08,-1.0,0.0
-0.008264462809917356,-0.008264462809917356,0.008264462809917356,0.049586776859504134,0.0,0.01652892561983471,-0.01652892561983471,-0.03305785123966942,-0.008264462809917356,0.8264462809917356,-0.12396694214876033,0.6528925619834711,0.0,-0.8727272727272726,-0.024793388429752067,-1.0,0.0
0.03603603603603603,0.0,0.01801801801801802,0.04504504504504504,0.027027027027027025,-0.03603603603603604,-0.02702702702702703,-0.05405405405405405,0.018018018018018014,-0.3423423423423424,-0.5855855855855856,0.5315315315315315,0.0,0.0,0.02702702702702702,-1.0,0.0
0.09473684210526315,-0.010526315789473684,0.021052631578947364,-0.031578947368421054,0.010526315789473682,-0.05263157894736842,0.031578947368421054,-0.052631578947368425,0.04210526315789474,-1.568421052631579,-0.031578947368421054,0.7473684210526316,0.0,0.21875,0.04210526315789474,1.0,1.0
-0.01626016260162602,0.016260162601626018,0.024390243902439032,-0.00813008130081301,-0.02439024390243902,0.04065040650406504,0.008130081300813004,-0.03252032520325203,0.024390243902439025,0.30081300813008127,0.2682926829268293,1.2439024390243902,0.0,0.3194444444444445,0.03252032520325203,1.0,1.0
0.03305785123966942,0.0,0.01652892561983471,-0.008264462809917356,0.03305785123966942,0.03305785123966942,-0.049586776859504134,-0.049586776859504134,0.049586776859504134,-1.6942148760330578,-0.35537190082644626,-0.3884297520661157,0.008264462809917356,1.1666666666666665,0.09090909090909091,1.0,0.0
0.0,0.0,0.0,-0.043478260869565216,-0.13043478260869565,0.17391304347826086,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.7391304347826086,0.0,0.0,0.043478260869565216,1.0,0.0
0.037974683544303806,-0.012658227848101266,0.05063291139240507,-0.0759493670886076,0.05063291139240507,-0.0379746835443038,0.0,0.0,-0.0379746835443038,0.49367088607594933,0.12658227848101267,0.759493670886076,-0.02531645569620253,0.08333333333333331,-0.05063291139240506,1.0,0.0
0.022727272727272735,0.0,-0.03409090909090909,-0.07954545454545453,-0.04545454545454545,0.07954545454545456,-0.07954545454545454,0.13636363636363635,-0.03409090909090909,0.4204545454545454,0.22727272727272727,0.1590909090909091,0.0,0.0,-0.022727272727272728,1.0,0.0
-0.05434782608695654,0.021739130434782608,0.0,0.010869565217391297,0.010869565217391297,0.0,0.0,0.010869565217391304,0.0,0.07608695652173914,0.0,0.7282608695652174,0.0,0.3548387096774194,0.010869565217391304,-1.0,0.0
-0.01428571428571429,-0.02857142857142857,-0.014285714285714285,0.057142857142857134,0.014285714285714287,0.014285714285714287,-0.028571428571428567,0.0,0.0,-0.14285714285714288,-0.24285714285714285,1.457142857142857,0.0,-0.02857142857142847,0.0,-1.0,0.0
-0.026666666666666672,0.0,0.04,0.05333333333333334,0.039999999999999994,-0.026666666666666672,-0.05333333333333333,-0.013333333333333329,-0.02666666666666667,0.0,-0.013333333333333334,0.22666666666666666,0.013333333333333334,0.25,0.04,1.0,1.0
0.04210526315789473,0.0,0.03157894736842105,0.02105263157894738,-0.01052631578947369,-0.021052631578947368,0.0,-0.05263157894736842,0.031578947368421054,-1.2105263157894735,-0.05263157894736842,0.5473684210526316,0.010526315789473684,-0.5185185185185186,0.07368421052631578,1.0,1.0
0.009009009009009028,0.009009009009009009,0.06306306306306306,0.018018018018018014,0.02702702702702703,-0.07207207207207207,-0.02702702702702703,-0.018018018018018014,0.0,0.3783783783783783,-0.2972972972972973,0.3783783783783784,0.0,0.6491228070175439,-0.00900900900900901,-1.0,1.0
-0.024999999999999994,0.0,-0.0125,-0.012499999999999997,0.05,0.05,-0.049999999999999996,0.0,-0.012500000000000004,0.44999999999999996,0.225,0.7125,0.0,0.0,-0.0625,1.0,0.0
0.007782101167315175,0.007782101167315175,0.01556420233463035,0.0,-0.0038910505836575876,0.058365758754863814,-0.03501945525291829,-0.04669260700389105,-0.01556420233463035,-1.3929961089494163,0.15953307392996108,0.06614785992217899,0.0,1.0,0.04669260700389105,1.0,0.0
0.023529411764705882,0.0,0.011764705882352941,0.058823529411764705,0.011764705882352941,-0.1411764705882353,0.0823529411764706,-0.03529411764705882,0.03529411764705882,-0.388235294117647,-0.43529411764705883,1.1411764705882352,0.011764705882352941,0.0,0.0,-1.0,0.0
0.05217391304347825,0.02608695652173913,0.008695652173913044,-0.09565217391304348,0.0,0.026086956521739132,0.008695652173913042,-0.01739130434782609,0.0,-0.5565217391304348,0.3130434782608696,0.1391304347826087,0.008695652173913044,0.06779661016949179,0.008695652173913042,-1.0,0.0
0.037267080745341616,0.018633540372670808,-0.037267080745341616,0.0186335403726708,-0.0124223602484472,-0.043478260869565216,0.024844720496894408,0.0,-0.0062111801242236,-0.09316770186335388,0.40993788819875776,0.9440993788819876,-0.006211180124223602,1.46875,0.012422360248447208,1.0,0.0
0.0,-0.022988505747126436,0.034482758620689655,0.011494252873563218,-0.011494252873563218,-0.04597701149425287,0.04597701149425287,0.0,0.0,-0.17241379310344818,-0.034482758620689655,0.9080459770114943,0.0,-1.0270270270270272,0.022988505747126436,-1.0,0.0
0.011764705882352927,0.023529411764705882,-0.047058823529411764,-0.011764705882352941,-0.011764705882352941,0.047058823529411764,-0.023529411764705882,0.023529411764705882,0.03529411764705882,0.4,0.24705882352941178,0.9647058823529412,-0.011764705882352941,1.2666666666666666,0.023529411764705882,1.0,0.0
0.046511627906976744,0.0,0.0,0.0,-0.011627906976744186,-0.046511627906976744,0.023255813953488372,-0.011627906976744186,-0.046511627906976744,-0.33720930232558144,0.10465116279069768,0.7093023255813954,0.011627906976744186,0.0,-0.03488372093023256,-1.0,0.0
0.013333333333333336,0.0,-0.02666666666666667,0.06666666666666668,-0.04,0.04,-0.026666666666666665,-0.013333333333333332,0.02666666666666667,0.76,0.5866666666666667,1.2133333333333334,-0.013333333333333334,0.3448275862068966,0.0,-1.0,0.0
-0.06,-0.04,0.02,0.009999999999999995,0.0,0.08,-0.07,0.060000000000000005,-0.039999999999999994,0.34999999999999987,0.22,0.13,0.0,0.37735849056603776,-0.07,-1.0,0.0
0.05747126436781609,-0.011494252873563218,-0.011494252873563218,0.011494252873563218,0.011494252873563218,0.022988505747126436,-0.034482758620689655,-0.034482758620689655,0.034482758620689655,0.4367816091954022,0.5057471264367817,0.4827586206896552,0.011494252873563218,0.03125,0.011494252873563218,1.0,1.0
-0.043795620437956206,0.014598540145985404,-0.014598540145985404,-0.007299270072992699,0.007299270072992699,0.014598540145985401,-0.021897810218978103,0.058394160583941604,-0.0510948905109489,-0.21897810218978098,0.22627737226277372,0.145985401459854,-0.0072992700729927005,0.39393939393939403,-0.03649635036496351,-1.0,0.0
-0.015267175572519082,0.0,0.0,-0.06870229007633588,-0.007633587786259541,0.06870229007633588,0.03053435114503817,0.0,0.007633587786259541,1.2900763358778624,0.6335877862595419,0.44274809160305345,0.0,-0.6666666666666667,-0.007633587786259541,-1.0,0.0
0.025641025641025647,-0.025641025641025644,0.017094017094017096,-0.094017094017094,0.03418803418803419,0.008547008547008551,0.008547008547008544,0.03418803418803419,-0.017094017094017096,1.8376068376068375,-0.1623931623931624,0.1794871794871795,0.0,-0.33333333333333337,0.0,-1.0,0.0
0.01052631578947369,0.021052631578947368,0.0,-0.031578947368421054,-0.010526315789473675,0.04210526315789474,-0.010526315789473682,-0.010526315789473682,0.031578947368421054,-0.42105263157894735,-0.2736842105263158,0.08421052631578947,0.010526315789473684,0.625,0.0631578947368421,1.0,0.0
0.02631578947368421,0.008771929824561403,-0.02631578947368421,0.02631578947368421,-0.008771929824561403,0.008771929824561403,0.008771929824561403,-0.043859649122807015,0.008771929824561403,-1.0526315789473681,0.38596491228070173,0.37719298245614036,0.0,0.0,0.02631578947368421,-1.0,0.0
0.02542372881355931,0.00847457627118644,0.008474576271186442,0.016949152542372878,-0.025423728813559317,-0.008474576271186439,-0.008474576271186439,-0.016949152542372885,0.02542372881355932,-0.6610169491525423,-0.03389830508474576,0.8220338983050848,-0.00847457627118644,0.9333333333333331,0.016949152542372885,-1.0,0.0
-0.061068702290076354,0.0,0.007633587786259542,0.09923664122137403,0.007633587786259541,0.0,-0.03053435114503817,-0.015267175572519085,0.030534351145038167,0.19083969465648865,0.12213740458015267,0.8625954198473282,0.0,0.8,0.0534351145038168,1.0,0.0
0.0297029702970297,-0.0297029702970297,0.00990099009900991,-0.009900990099009896,0.019801980198019806,-0.019801980198019806,0.00990099009900991,0.0,0.039603960396039604,-0.17821782178217815,-0.019801980198019802,0.8514851485148515,0.009900990099009901,-0.2037037037037035,0.04950495049504951,1.0,0.0
0.02777777777777779,0.0,0.009259259259259259,-0.027777777777777776,0.018518518518518517,-0.009259259259259259,-0.06481481481481481,0.046296296296296294,-0.018518518518518517,-0.8796296296296295,0.16666666666666666,0.6111111111111112,0.0,0.4482758620689655,-0.027777777777777776,-1.0,0.0
0.02439024390243902,-0.048780487804878044,-0.01219512195121951,-0.03658536585365854,0.0,0.0,0.01219512195121951,0.06097560975609757,-0.024390243902439025,0.19512195121951215,0.2682926829268293,1.3902439024390243,0.0,-0.08333333333333348,-0.024390243902439025,1.0,0.0
-0.008928571428571425,-0.026785714285714284,-0.01785714285714286,0.0,0.017857142857142856,0.017857142857142856,0.0,0.017857142857142856,-0.05357142857142857,-0.008928571428571397,0.16071428571428573,0.9107142857142857,-0.008928571428571428,0.7499999999999998,-0.0625,1.0,1.0
0.020202020202020193,0.0,0.0,0.0,0.010101010101010104,-0.010101010101010097,0.0202020202020202,-0.0303030303030303,0.030303030303030304,0.39393939393939403,0.5454545454545454,0.6767676767676768,-0.010101010101010102,-0.3529411764705882,-0.0202020202020202,-1.0,1.0
0.007874015748031496,0.0,0.0,0.0,-0.007874015748031496,-0.03937007874015748,0.007874015748031496,0.03937007874015748,0.047244094488188976,0.11811023622047245,0.6850393700787402,0.6850393700787402,0.0,0.0,0.007874015748031496,1.0,0.0
-0.03125,0.0,0.0,0.125,-0.03125,0.0,-0.03125,-0.03125,0.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02564102564102566,0.0,0.025641025641025633,0.01282051282051283,0.012820512820512817,0.012820512820512817,-0.025641025641025644,-0.012820512820512817,0.0,-0.5384615384615384,-0.4230769230769231,-0.24358974358974358,0.0,0.18181818181818177,0.02564102564102564,1.0,0.0
0.0,0.0,0.0,-0.07317073170731707,0.03658536585365854,-0.03658536585365854,0.024390243902439025,0.04878048780487805,-0.03658536585365854,0.13414634146341464,-0.4634146341463415,0.9146341463414634,0.0,1.0344827586206897,-0.012195121951219516,-1.0,0.0
-0.00990099009900991,0.0,0.02970297029702971,0.00990099009900991,0.02970297029702971,-0.07920792079207921,0.0396039603960396,-0.009900990099009903,-0.019801980198019802,0.891089108910891,0.38613861386138615,1.0198019801980198,0.0,-0.20689655172413793,-0.019801980198019802,-1.0,0.0
0.0,0.018987341772151896,0.012658227848101264,-0.01265822784810127,0.0,0.025316455696202528,-0.018987341772151896,-0.02531645569620253,0.018987341772151896,0.05063291139240511,0.056962025316455694,0.7468354430379747,0.006329113924050633,-0.8695652173913043,0.012658227848101264,-1.0,0.0
-0.007999999999999993,0.024,0.016,-0.032,0.0,0.0,0.024000000000000007,-0.016,0.008,0.3600000000000001,-0.056,0.472,0.0,0.0,0.04,1.0,0.0
